international,age,semesters_completed,commute_distance_km,financial_need_score,housing_urgency_rating,grades,should_recieve_housing,HO,A1,A2,A3,A4
international,34,10,29.9,44.89,3.8,78.1,0,0,0,0,0,0
domestic,30,11,16.6,68.45,4.8,1.4,1,0,1,1,0,0
domestic,31,8,13.0,42.59,2.2,2.82,0,0,0,0,0,0
domestic,29,7,8.1,34.24,7.1,4.32,0,0,0,0,0,0
domestic,24,8,17.9,65.87,3.3,1.81,0,0,0,0,0,0
domestic,31,10,7.5,69.97,4.3,3.14,0,0,1,1,0,0
domestic,27,7,41.4,66.84,4.0,5.78,0,0,0,1,0,0
international,27,2,36.6,83.0,7.2,8.7,1,1,1,1,1,1
domestic,26,6,14.0,83.75,5.6,5.13,1,1,1,1,1,1
international,21,1,53.5,62.33,8.7,1.5,1,1,0,1,1,1
domestic,25,5,43.5,75.68,7.1,3.95,1,1,1,1,1,1
domestic,19,2,3.6,67.27,7.9,5.3,1,1,0,1,1,1
international,23,6,21.7,49.41,3.4,8.6,0,0,0,0,0,0
international,23,5,32.5,80.3,8.0,C,1,1,1,1,1,1
domestic,33,5,13.8,37.71,3.2,4.17,0,0,0,0,0,0
domestic,28,7,7.2,90.05,7.0,,1,1,1,1,1,1
international,22,4,26.3,63.01,7.1,38.4,1,1,0,1,1,1
international,31,7,44.5,38.82,3.7,A,0,0,0,0,0,0
domestic,33,10,18.5,64.39,5.0,5.79,0,0,0,1,0,0
domestic,21,2,1.8,68.59,8.1,5.33,1,1,1,1,1,1
domestic,23,2,29.5,35.9,4.8,4.16,0,0,0,0,0,0
international,25,3,32.8,59.69,6.3,8.0,1,1,0,1,1,0
domestic,23,6,6.7,62.71,3.8,5.11,0,0,0,0,0,0
domestic,28,6,28.7,56.84,5.1,4.33,1,0,0,0,0,0
domestic,26,9,12.6,28.87,5.1,3.29,0,0,0,0,0,0
domestic,27,2,12.0,87.61,7.3,5.27,1,1,1,1,1,1
international,25,6,25.0,79.71,7.3,4.2,1,1,1,1,1,1
domestic,23,1,20.3,68.73,4.3,3.42,1,1,1,1,1,0
domestic,22,1,1.6,62.01,6.5,3.54,1,1,0,1,1,1
international,20,4,27.5,62.9,7.0,40.4,0,1,0,1,1,1
domestic,24,5,14.5,46.49,4.1,5.58,0,0,0,0,0,0
domestic,31,3,13.1,67.54,6.0,3.36,1,1,0,1,1,0
domestic,28,4,17.0,73.35,3.4,,0,0,1,1,0,0
domestic,29,4,29.4,61.52,5.7,3.04,0,0,0,0,1,0
domestic,23,4,22.1,78.34,7.4,5.29,1,1,1,1,1,1
international,28,8,40.0,82.76,5.0,88.6,1,0,1,1,0,1
domestic,30,10,45.3,50.39,4.9,3.29,0,0,0,0,0,0
international,31,7,34.3,75.13,7.1,6.2,1,1,1,1,1,1
domestic,26,9,40.0,34.03,2.8,4.59,0,0,0,0,0,0
domestic,22,1,18.0,49.52,5.6,5.04,1,1,0,0,0,0
domestic,33,7,12.9,48.63,2.0,5.18,0,0,0,0,0,0
domestic,22,7,24.9,53.37,5.3,4.59,0,0,0,0,0,0
domestic,25,6,26.4,75.17,6.0,3.76,1,1,1,1,1,1
domestic,22,1,12.8,56.18,5.3,4.46,1,1,0,0,1,0
domestic,19,1,16.7,53.7,3.8,4.66,1,0,0,0,0,0
domestic,25,4,53.3,27.75,3.0,4.25,0,0,0,0,0,0
domestic,32,4,6.6,33.74,4.9,3.68,0,0,0,0,0,0
domestic,26,9,10.9,20.69,2.9,4.6,0,0,0,0,0,0
international,25,7,43.9,67.93,7.9,51.6,1,1,1,1,1,1
domestic,24,3,7.4,84.12,6.5,4.66,1,1,1,1,1,1
international,25,7,20.6,44.97,2.8,84.0,0,0,0,0,0,0
international,21,0,9.8,95.41,8.6,82.3,1,1,1,1,1,1
domestic,32,6,4.9,15.43,2.9,3.78,0,0,0,0,0,0
domestic,37,10,9.6,53.07,2.8,3.73,0,0,0,0,0,0
domestic,24,7,23.8,58.77,2.6,5.07,0,0,0,0,0,0
international,28,1,13.4,48.17,4.5,B,0,0,0,0,1,0
domestic,28,4,19.3,58.91,5.8,3.81,1,0,0,0,1,0
international,36,11,43.4,36.82,5.5,33.3,0,0,0,0,0,0
domestic,31,10,3.9,44.4,3.0,3.24,0,0,0,0,0,0
domestic,25,6,2.9,66.79,4.9,4.7,0,0,0,1,0,0
domestic,25,2,33.0,65.79,6.4,4.05,0,1,0,1,0,1
domestic,35,11,30.7,44.41,3.6,3.86,0,0,0,0,0,0
domestic,21,3,22.0,59.1,5.8,3.1,1,1,0,0,1,0
domestic,21,6,8.9,78.85,5.7,5.51,1,1,1,1,1,1
domestic,22,2,37.7,59.72,5.2,2.91,1,1,0,0,0,0
domestic,24,5,21.9,50.52,7.3,4.54,1,1,0,0,1,0
international,20,1,5.1,57.78,4.2,88.8,0,0,0,1,0,0
international,27,10,24.2,34.76,3.7,63.5,0,0,0,0,0,0
international,21,1,37.6,64.07,7.1,79.6,1,1,0,1,0,1
domestic,24,6,14.7,59.39,6.4,4.93,1,1,0,0,0,0
domestic,22,0,4.5,60.94,5.9,4.1,1,1,0,0,1,1
domestic,24,2,42.0,70.66,7.1,4.39,1,1,1,1,1,1
domestic,25,8,7.5,59.39,4.0,5.61,0,0,0,0,0,0
domestic,22,2,8.7,55.86,2.9,4.47,0,0,0,0,0,0
domestic,23,4,13.7,79.73,7.2,3.08,1,1,1,1,1,1
domestic,23,10,34.7,61.27,5.7,4.45,0,0,0,0,0,0
domestic,31,10,38.2,80.57,5.9,4.38,1,0,1,1,0,0
domestic,25,5,5.8,24.7,4.8,4.28,0,0,0,0,0,0
international,21,5,18.5,60.39,8.2,4.4,1,1,0,1,1,1
international,25,5,40.4,81.43,4.9,5.6,1,1,1,1,1,1
domestic,30,8,29.8,27.54,5.1,2.97,0,0,0,0,0,0
domestic,20,0,4.4,66.34,5.9,4.25,1,1,0,1,1,1
international,23,1,10.8,88.19,6.8,8.2,1,1,1,1,1,1
domestic,28,5,23.4,34.94,1.5,3.49,0,0,0,0,0,0
domestic,35,9,38.8,9.16,2.4,3.86,0,0,0,0,0,0
international,29,2,12.0,50.84,2.7,B,0,0,0,0,0,0
domestic,24,8,25.2,43.74,4.1,2.83,0,0,0,0,0,0
domestic,29,6,2.8,31.64,2.3,4.93,0,0,0,0,0,0
domestic,32,6,9.9,75.9,6.3,3.47,1,1,1,1,1,0
international,30,5,22.2,24.46,4.3,5.2,0,0,0,0,0,0
domestic,22,4,31.3,56.18,6.3,5.96,0,1,0,0,0,0
domestic,21,5,1.1,69.33,5.5,3.05,1,1,1,1,1,1
international,24,7,50.7,80.1,7.9,,1,1,1,1,0,1
domestic,22,5,1.8,46.26,2.6,4.52,0,0,0,0,0,0
domestic,30,10,7.5,52.5,4.6,5.19,0,0,0,0,0,0
domestic,24,1,1.9,44.46,3.2,5.45,0,0,0,0,0,0
domestic,28,11,2.4,21.81,3.0,3.74,0,0,0,0,0,0
domestic,31,7,20.3,60.67,5.0,2.67,0,0,0,0,0,0
domestic,25,1,6.3,83.1,5.0,3.33,1,1,1,1,1,1
domestic,19,2,5.2,74.03,5.0,3.7,1,1,1,1,1,1
domestic,28,5,7.9,73.11,6.4,4.12,1,1,1,1,1,1
international,21,6,5.0,87.55,4.3,7.0,1,1,1,1,0,1
domestic,19,1,0.8,62.58,5.1,4.54,1,1,0,0,1,1
international,33,9,42.5,57.45,6.4,1.6,0,0,0,1,0,0
domestic,22,6,23.6,50.26,3.9,3.14,0,0,0,0,0,0
domestic,23,3,21.6,68.33,6.1,5.39,1,1,0,1,1,1
international,30,8,30.0,52.65,6.5,B,0,0,0,1,0,0
domestic,28,10,10.5,48.98,3.0,3.0,0,0,0,0,0,0
domestic,20,2,5.0,50.02,3.9,3.42,0,0,0,0,0,0
international,27,3,40.8,62.29,3.9,6.4,0,0,0,1,0,0
international,28,6,39.4,81.66,9.1,4.2,1,1,1,1,1,1
domestic,34,10,24.5,45.18,6.1,5.02,0,0,0,0,0,0
domestic,30,10,20.7,41.0,6.6,4.4,0,0,0,0,0,0
domestic,29,7,9.4,73.98,4.5,5.26,1,0,1,1,0,0
domestic,27,3,5.2,58.63,5.0,4.33,0,0,0,0,0,0
domestic,31,9,2.8,30.94,5.6,3.99,0,0,0,0,0,0
domestic,29,7,31.5,32.32,4.6,5.09,0,0,0,0,0,0
domestic,26,7,22.9,42.51,4.0,2.48,0,0,0,0,0,0
domestic,27,7,6.2,53.71,6.9,4.9,0,1,0,0,0,0
domestic,32,5,37.0,39.27,5.5,1.52,0,0,0,0,0,0
international,22,7,32.8,83.82,7.3,1.6,1,1,1,1,0,1
domestic,20,3,15.2,72.17,6.6,4.96,1,1,1,1,1,1
domestic,23,1,2.7,68.39,5.3,4.13,0,1,1,1,1,1
domestic,28,4,12.8,52.87,6.5,3.08,0,1,0,0,1,0
international,23,3,14.9,84.66,4.6,4.0,1,1,1,1,1,1
domestic,28,3,6.2,29.46,4.0,3.93,0,0,0,0,0,0
domestic,20,4,0.2,45.07,3.6,1.79,0,0,0,0,0,0
domestic,23,6,3.9,65.21,5.3,3.71,1,1,0,1,0,0
domestic,29,5,11.7,42.51,3.1,2.33,0,0,0,0,0,0
domestic,20,1,7.3,74.5,7.0,3.37,1,1,1,1,1,1
domestic,33,5,17.2,51.59,2.8,3.91,0,0,0,0,0,0
domestic,26,4,20.6,39.69,4.1,3.45,0,0,0,0,0,0
international,21,3,39.6,66.4,5.8,6.2,1,1,1,1,0,1
international,20,2,8.7,69.95,5.4,40.1,1,1,1,1,1,1
domestic,29,7,20.5,63.4,2.7,5.35,0,0,0,0,0,0
domestic,24,7,1.6,64.26,5.9,2.6,1,1,0,1,0,0
domestic,28,6,24.1,68.34,6.1,3.48,1,1,0,1,1,0
international,22,6,65.8,61.45,6.3,9.3,0,1,0,1,0,0
domestic,22,1,41.9,48.86,7.7,4.76,1,1,0,0,0,1
international,30,3,18.6,66.31,5.4,A,1,0,1,1,1,0
domestic,24,2,21.2,52.65,2.9,3.59,0,0,0,0,0,0
domestic,21,6,2.1,45.48,4.3,2.32,0,0,0,0,0,0
domestic,34,9,17.1,54.14,7.6,3.99,1,0,0,0,0,0
domestic,28,7,20.6,82.8,6.9,4.87,1,1,1,1,1,1
domestic,21,4,15.0,34.59,2.9,5.16,0,0,0,0,0,0
domestic,29,6,1.5,32.97,3.4,3.23,0,0,0,0,0,0
domestic,21,3,10.0,38.37,2.1,4.71,0,0,0,0,0,0
international,25,6,23.3,57.01,5.5,36.7,0,0,0,1,1,0
domestic,27,8,12.2,51.77,3.2,4.84,0,0,0,0,0,0
domestic,19,0,12.2,44.17,5.0,2.55,1,1,0,0,0,0
domestic,20,4,41.0,25.49,6.2,3.54,0,0,0,0,0,0
international,30,3,21.5,63.65,5.0,9.7,1,0,0,1,1,0
domestic,25,8,4.2,72.07,5.8,4.25,1,1,1,1,1,1
international,20,0,10.6,81.46,6.2,3.6,1,1,1,1,1,1
international,21,4,32.2,82.53,7.2,3.1,1,1,1,1,1,1
domestic,19,1,31.3,51.13,6.4,3.52,1,1,0,0,0,0
international,21,4,34.0,53.69,6.7,C,1,1,0,1,0,0
domestic,25,7,1.0,56.56,5.3,5.43,0,0,0,0,0,0
international,26,8,51.4,45.24,6.8,,0,0,0,0,0,0
domestic,29,5,26.2,24.54,2.5,3.45,0,0,0,0,0,0
domestic,36,10,50.8,56.76,5.0,2.81,0,0,0,0,0,0
domestic,22,0,44.3,42.77,8.1,3.77,1,1,0,0,0,0
domestic,23,2,4.4,37.16,5.1,2.5,1,0,0,0,0,0
domestic,21,6,17.9,60.94,3.4,3.41,0,0,0,0,0,0
domestic,29,9,5.9,70.95,6.7,5.61,0,1,1,1,1,0
domestic,31,4,14.6,57.05,7.0,3.39,0,1,0,0,1,0
domestic,21,1,6.9,69.24,7.3,4.95,1,1,1,1,1,1
domestic,21,6,22.9,54.29,5.0,3.08,0,0,0,0,0,0
international,21,3,14.3,40.25,3.0,92.0,0,0,0,0,0,0
domestic,27,4,17.0,62.63,6.6,5.04,1,1,0,1,1,0
domestic,29,8,25.5,51.55,2.8,4.71,0,0,0,0,0,0
domestic,23,2,23.6,61.89,8.3,5.3,1,1,0,1,1,1
domestic,30,9,10.8,67.17,3.1,4.36,0,0,0,0,0,0
domestic,23,4,1.9,84.43,6.3,5.19,1,1,1,1,1,1
domestic,28,10,5.6,42.76,3.4,3.97,0,0,0,0,0,0
domestic,28,3,6.5,45.22,6.9,5.23,1,1,0,0,1,0
domestic,26,3,13.3,46.93,3.0,3.47,0,0,0,0,0,0
international,22,6,28.5,36.04,2.9,5.7,0,0,0,0,0,0
domestic,24,5,10.3,76.42,5.2,4.06,1,1,1,1,1,1
domestic,33,11,36.5,55.34,6.1,4.06,0,0,0,0,0,0
domestic,21,5,26.3,57.75,5.1,4.99,1,1,0,0,0,0
domestic,30,2,3.1,16.68,3.5,,0,0,0,0,0,0
international,26,7,15.3,89.51,6.0,1.4,1,1,1,1,1,1
international,36,7,15.1,86.55,5.2,B,1,0,1,1,1,0
domestic,22,5,5.5,78.69,5.9,3.61,1,1,1,1,1,1
domestic,26,5,28.7,48.57,5.8,5.19,1,0,0,0,0,0
international,28,6,23.6,34.6,3.8,3.3,0,0,0,0,0,0
domestic,28,6,2.6,36.92,1.4,5.38,0,0,0,0,0,0
domestic,26,6,4.4,50.65,5.2,4.62,0,0,0,0,0,0
domestic,26,6,3.6,55.56,5.6,4.23,0,0,0,0,0,0
domestic,22,5,14.4,22.2,4.5,4.66,0,0,0,0,0,0
domestic,28,7,21.6,61.84,5.6,3.73,0,0,0,1,0,0
international,25,4,37.0,88.99,6.7,3.3,1,1,1,1,1,1
international,27,8,10.1,55.0,5.3,B,0,0,0,1,0,0
domestic,35,9,10.7,61.82,2.4,4.65,0,0,0,0,0,0
domestic,26,4,25.0,42.55,7.0,3.26,0,1,0,0,1,0
domestic,27,5,8.4,27.79,3.2,5.69,0,0,0,0,0,0
domestic,28,9,17.8,26.88,1.8,3.53,0,0,0,0,0,0
domestic,27,7,4.7,51.95,3.3,5.57,0,0,0,0,0,0
domestic,25,7,19.6,60.08,3.0,5.1,0,0,0,0,0,0
domestic,24,1,12.4,89.89,7.1,4.84,1,1,1,1,1,1
domestic,30,9,47.6,63.03,5.3,3.06,0,0,0,1,0,0
domestic,24,4,48.5,63.39,7.0,5.67,1,1,0,1,0,1
domestic,32,9,5.8,76.22,3.0,5.77,0,0,1,1,0,0
domestic,25,5,8.9,43.45,4.9,5.13,0,0,0,0,0,0
domestic,33,11,9.0,34.32,4.7,5.23,0,0,0,0,0,0
domestic,33,9,17.8,44.85,4.3,4.67,0,0,0,0,0,0
domestic,23,6,7.6,42.23,3.6,5.25,0,0,0,0,0,0
domestic,35,11,25.4,43.98,2.8,5.76,0,0,0,0,0,0
domestic,21,3,14.2,77.35,5.3,5.61,1,1,1,1,1,1
domestic,21,4,17.1,26.85,6.0,2.83,0,0,0,0,0,0
domestic,23,7,22.8,85.47,7.3,3.45,1,1,1,1,1,1
domestic,28,8,16.3,35.33,3.8,4.39,0,0,0,0,0,0
domestic,22,7,4.7,58.44,4.5,4.11,0,0,0,0,0,0
domestic,28,7,17.0,28.21,2.5,4.81,0,0,0,0,0,0
domestic,34,3,22.8,56.75,5.1,5.65,0,0,0,0,0,0
domestic,29,5,16.7,45.98,3.3,3.81,0,0,0,0,0,0
domestic,29,5,25.5,57.56,4.5,3.95,0,0,0,0,0,0
domestic,34,8,15.4,69.95,6.6,,1,0,1,1,1,0
international,25,6,33.1,69.88,5.6,2.3,1,1,1,1,0,0
domestic,29,9,2.8,64.78,2.8,5.11,0,0,0,0,0,0
domestic,21,1,11.4,88.31,7.8,5.23,1,1,1,1,1,1
international,22,6,17.3,74.26,6.0,2.0,1,1,1,1,1,1
domestic,29,7,4.8,65.71,4.3,4.28,0,0,0,1,0,0
domestic,25,0,13.9,33.33,5.3,5.19,0,0,0,0,0,0
domestic,30,5,42.7,61.05,3.8,5.47,0,0,0,0,0,0
domestic,33,10,7.3,50.41,4.1,4.87,0,0,0,0,0,0
international,23,5,32.4,76.81,7.9,9.4,1,1,1,1,0,1
domestic,29,4,13.8,59.08,3.1,3.71,0,0,0,0,0,0
domestic,24,6,5.7,76.8,6.5,,1,1,1,1,1,1
domestic,24,4,1.2,56.17,3.6,5.64,0,0,0,0,0,0
domestic,27,4,18.1,66.35,5.0,4.15,1,0,0,1,1,0
domestic,27,10,1.0,45.57,2.5,3.43,0,0,0,0,0,0
domestic,29,6,31.5,58.95,6.2,5.26,1,0,0,0,0,0
domestic,29,8,6.0,54.53,5.4,3.9,0,0,0,0,0,0
domestic,28,1,28.8,49.54,4.1,3.75,1,0,0,0,0,0
domestic,22,1,19.7,57.49,4.0,3.1,1,0,0,0,0,0
domestic,28,10,19.6,43.51,6.2,5.28,0,0,0,0,0,0
domestic,23,3,18.7,45.48,6.5,4.49,0,1,0,0,0,0
international,28,9,17.9,40.94,2.1,B,0,0,0,0,0,0
domestic,23,9,51.1,16.85,2.7,4.45,0,0,0,0,0,0
domestic,22,3,11.9,42.13,5.0,,0,0,0,0,0,0
domestic,21,2,10.7,55.99,3.9,5.9,0,0,0,0,0,0
international,26,7,41.1,56.29,4.9,A,0,0,0,1,0,0
domestic,24,8,0.8,55.94,4.4,5.54,0,0,0,0,0,0
domestic,29,6,7.5,41.33,3.5,2.88,0,0,0,0,0,0
domestic,24,4,15.9,47.05,4.3,3.89,0,0,0,0,0,0
domestic,30,9,39.0,50.17,5.1,3.99,0,0,0,0,0,0
domestic,24,6,4.4,74.55,2.0,3.81,0,0,1,1,0,0
international,23,7,26.0,62.21,6.3,81.1,0,1,0,1,0,0
domestic,30,10,38.0,36.01,3.6,5.21,0,0,0,0,0,0
domestic,29,5,18.3,32.2,2.4,4.08,0,0,0,0,0,0
domestic,20,4,11.8,47.22,5.6,4.89,0,1,0,0,0,0
international,27,8,26.7,40.37,3.9,8.1,0,0,0,0,0,0
domestic,25,2,14.1,83.77,5.1,5.42,1,1,1,1,1,1
domestic,39,12,20.6,40.32,3.2,5.17,0,0,0,0,0,0
domestic,20,4,2.7,42.01,3.0,5.2,0,0,0,0,0,0
domestic,31,9,4.7,35.55,1.7,4.76,0,0,0,0,0,0
domestic,25,5,39.7,84.43,5.5,5.73,1,1,1,1,0,1
domestic,21,2,18.3,80.1,7.8,5.22,1,1,1,1,1,1
domestic,21,1,18.3,53.76,3.7,4.58,0,0,0,0,0,0
international,23,1,47.4,60.46,7.7,7.6,1,1,0,1,0,1
international,35,9,33.8,21.72,0.9,5.4,0,0,0,0,0,0
domestic,27,6,22.2,63.12,3.5,4.35,0,0,0,0,0,0
domestic,31,7,51.1,57.35,6.2,3.12,0,0,0,0,0,0
domestic,19,2,5.1,78.25,6.7,4.87,1,1,1,1,1,1
domestic,24,4,41.9,61.45,6.6,2.96,1,1,0,1,0,1
domestic,25,3,8.1,87.08,5.0,3.73,0,1,1,1,1,1
domestic,28,4,14.7,62.28,6.8,4.15,1,1,0,1,1,0
domestic,33,8,35.2,34.71,2.9,5.76,0,0,0,0,0,0
international,35,5,60.2,51.15,5.1,72.3,0,0,0,0,0,0
international,29,7,1.7,63.09,3.1,5.4,0,0,0,1,0,0
domestic,26,9,37.6,40.94,4.7,3.86,0,0,0,0,0,0
domestic,25,5,29.8,66.7,5.9,4.39,1,1,0,1,1,0
domestic,21,0,5.9,68.84,4.6,2.98,1,1,1,1,1,1
domestic,32,7,19.0,44.56,4.4,3.22,0,0,0,0,0,0
international,23,7,5.2,63.8,4.0,4.7,0,0,0,1,0,0
domestic,26,8,32.1,62.97,4.8,5.3,0,0,0,0,0,0
domestic,29,8,29.8,64.93,5.2,,0,0,0,1,0,0
domestic,22,1,4.4,82.39,5.8,5.98,1,1,1,1,1,1
domestic,27,9,11.5,53.51,3.6,5.09,0,0,0,0,0,0
domestic,30,7,11.2,63.86,5.5,,1,0,0,1,0,0
international,22,1,36.6,53.71,8.3,27.7,1,1,0,1,0,1
domestic,29,8,21.4,58.41,3.8,5.55,0,0,0,0,0,0
international,22,0,27.8,74.74,3.3,2.3,1,0,1,1,0,1
domestic,20,2,4.6,70.87,6.5,5.45,1,1,1,1,1,1
international,24,5,14.1,66.52,4.8,3.4,0,0,1,1,0,0
domestic,27,5,13.6,73.32,4.7,3.57,0,0,1,1,1,0
domestic,21,1,14.6,59.42,5.1,4.85,1,1,0,0,1,0
domestic,29,8,36.9,71.52,4.2,5.61,0,0,1,1,0,0
domestic,26,10,22.4,61.08,2.8,4.32,0,0,0,0,0,0
domestic,24,1,24.1,71.17,5.2,4.33,1,1,1,1,1,1
domestic,26,5,7.6,47.69,4.7,4.39,0,0,0,0,0,0
domestic,23,1,19.0,72.38,8.9,5.43,1,1,1,1,1,1
international,27,5,14.7,42.26,2.4,B,0,0,0,0,0,0
domestic,29,6,20.7,62.47,3.9,,0,0,0,0,0,0
domestic,27,9,5.1,63.72,5.0,2.97,0,0,0,1,0,0
domestic,20,4,5.2,48.38,5.4,3.16,1,1,0,0,0,0
international,26,9,25.9,90.23,3.5,3.4,0,0,1,1,1,0
domestic,24,4,18.7,88.41,6.7,2.55,1,1,1,1,1,1
domestic,22,5,17.8,54.17,2.5,4.29,1,0,0,0,0,0
domestic,28,3,17.9,23.72,5.7,5.7,0,0,0,0,0,0
international,22,1,32.4,65.27,7.9,3.8,1,1,1,1,1,1
domestic,24,5,16.1,44.04,3.6,2.85,0,0,0,0,0,0
domestic,28,7,26.5,29.31,2.5,2.62,0,0,0,0,0,0
domestic,23,3,34.6,54.84,7.1,5.02,1,1,0,0,0,1
domestic,25,9,32.9,60.34,5.2,4.68,0,0,0,0,0,0
international,21,4,32.6,64.48,8.2,39.5,1,1,0,1,0,1
domestic,25,5,25.6,55.82,4.4,5.59,0,0,0,0,0,0
domestic,29,5,16.5,58.18,4.0,5.66,1,0,0,0,0,0
international,20,1,42.2,70.23,6.4,,1,1,1,1,0,1
domestic,28,8,39.9,45.5,4.1,4.75,0,0,0,0,0,0
domestic,24,2,34.0,59.33,3.5,5.86,0,0,0,0,0,0
international,23,2,20.6,54.85,6.3,5.8,0,1,0,1,0,0
domestic,23,10,18.4,63.12,3.5,4.06,0,0,0,0,0,0
domestic,29,4,23.3,49.26,2.3,3.49,0,0,0,0,0,0
domestic,21,2,50.1,81.79,7.8,5.68,1,1,1,1,1,1
domestic,23,2,10.5,77.56,6.0,3.65,1,1,1,1,1,1
domestic,31,4,18.4,29.58,4.6,2.87,0,0,0,0,0,0
domestic,25,5,4.3,31.39,5.7,5.49,1,0,0,0,0,0
domestic,23,3,6.7,62.41,5.2,5.4,1,1,0,0,1,0
domestic,20,1,17.9,60.37,7.3,1.69,1,1,0,1,1,1
domestic,27,9,6.6,81.43,6.3,5.27,1,1,1,1,1,1
domestic,30,7,40.6,78.03,6.3,5.14,1,1,1,1,0,1
domestic,26,2,31.6,67.63,4.6,2.9,1,0,0,1,0,0
domestic,29,6,15.6,18.21,3.1,5.81,0,0,0,0,0,0
domestic,24,6,11.0,68.44,2.3,3.1,0,0,1,0,0,0
domestic,27,5,5.1,67.81,7.1,3.76,0,1,0,1,1,1
international,24,8,27.7,40.11,4.1,8.4,0,0,0,0,0,0
international,26,4,39.8,75.02,7.8,65.1,1,1,1,1,1,1
domestic,25,8,44.1,53.9,3.8,3.26,0,0,0,0,0,0
domestic,25,4,27.3,49.03,4.5,3.82,1,0,0,0,0,0
domestic,26,5,2.4,77.03,4.2,4.85,1,0,1,1,1,0
domestic,26,8,8.9,56.47,7.3,5.0,1,1,0,0,1,0
domestic,20,4,10.7,72.02,6.9,4.36,1,1,1,1,1,1
domestic,21,6,28.4,51.88,6.0,2.11,1,1,0,0,0,0
international,28,8,45.9,66.64,6.0,92.1,0,1,1,1,0,0
international,27,5,29.9,62.16,4.4,A,0,0,0,1,1,0
international,25,3,7.5,67.31,3.2,3.5,0,0,1,1,1,0
domestic,25,5,9.5,19.45,1.9,3.36,0,0,0,0,0,0
domestic,30,10,38.6,34.86,2.1,3.5,0,0,0,0,0,0
domestic,22,4,52.6,45.65,7.5,5.07,1,1,0,0,0,0
domestic,30,7,19.1,62.22,6.5,4.92,1,1,0,1,1,0
domestic,33,6,37.4,19.29,2.2,4.26,0,0,0,0,0,0
domestic,20,3,4.3,34.28,4.8,4.41,0,0,0,0,0,0
domestic,32,5,8.5,56.53,3.9,4.53,0,0,0,0,0,0
domestic,21,2,13.5,53.31,4.2,4.15,0,0,0,0,0,0
domestic,21,6,28.8,62.58,6.7,3.92,0,1,0,1,1,1
domestic,21,4,16.0,53.18,6.5,2.73,1,1,0,0,1,0
domestic,34,6,17.9,68.39,4.4,4.33,1,0,1,1,0,0
domestic,21,4,18.5,81.06,4.3,,0,1,1,1,1,1
domestic,20,0,2.4,69.84,5.7,5.53,1,1,1,1,1,1
domestic,21,4,16.1,66.68,6.1,3.37,1,1,0,1,1,1
domestic,21,1,10.7,32.75,4.0,5.76,0,0,0,0,0,0
international,33,9,31.0,37.82,4.4,4.6,0,0,0,0,0,0
domestic,26,6,18.3,33.16,3.6,4.83,0,0,0,0,0,0
domestic,33,9,25.2,55.57,4.5,4.82,0,0,0,0,0,0
international,30,7,60.0,38.95,5.6,F,0,0,0,0,0,0
domestic,26,5,41.7,40.92,5.3,5.52,0,0,0,0,0,0
domestic,29,6,15.6,61.73,3.3,2.21,0,0,0,0,0,0
domestic,30,8,5.9,50.95,2.6,5.22,0,0,0,0,0,0
domestic,30,5,1.7,72.12,4.1,5.5,1,0,1,1,0,0
domestic,22,0,6.8,47.59,6.2,5.91,0,1,0,0,1,0
domestic,23,4,19.5,36.8,4.5,5.86,0,0,0,0,0,0
domestic,25,9,45.4,56.23,7.7,4.91,1,1,0,0,0,0
domestic,23,4,9.4,65.27,6.0,4.01,1,1,0,1,1,1
international,21,6,35.0,39.71,3.8,C,0,0,0,0,0,0
domestic,25,3,8.5,67.59,4.7,5.09,0,0,0,1,1,0
domestic,20,4,7.6,62.11,4.2,3.74,0,0,0,0,0,0
domestic,25,2,29.7,49.78,7.2,4.62,1,1,0,0,1,0
domestic,33,10,34.6,44.42,5.8,5.24,0,0,0,0,0,0
international,32,7,48.7,70.05,8.2,2.0,1,1,1,1,1,1
domestic,21,2,9.0,45.66,3.4,4.82,0,0,0,0,0,0
domestic,27,6,24.9,44.11,6.3,,0,0,0,0,0,0
domestic,22,7,6.8,58.72,5.9,5.61,1,1,0,0,0,0
domestic,26,10,5.9,42.2,2.2,3.43,0,0,0,0,0,0
domestic,27,6,24.0,31.22,3.9,3.97,0,0,0,0,0,0
domestic,21,1,7.1,69.57,7.0,4.32,1,1,1,1,1,1
domestic,25,5,9.6,69.47,3.8,,0,0,1,1,0,0
domestic,23,3,1.2,79.65,7.4,,1,1,1,1,1,1
domestic,27,5,28.0,65.95,6.4,3.89,1,1,0,1,1,0
international,25,4,8.6,39.61,3.9,4.2,0,0,0,0,0,0
domestic,27,8,3.6,69.44,2.7,2.88,0,0,1,1,0,0
domestic,26,4,34.8,47.21,6.8,4.17,1,1,0,0,0,0
international,23,4,28.8,59.4,7.0,74.2,1,1,0,1,1,1
domestic,21,3,0.6,65.81,3.4,5.55,0,0,0,0,0,0
domestic,26,9,42.0,50.31,6.5,4.82,1,0,0,0,0,0
domestic,21,6,8.5,70.1,5.4,4.16,1,1,1,1,0,1
domestic,22,6,2.2,77.93,5.8,4.89,1,1,1,1,1,1
international,21,3,32.1,74.75,5.1,1.5,1,1,1,1,0,1
domestic,29,9,26.5,57.38,4.0,3.76,0,0,0,0,0,0
international,20,4,2.7,56.08,2.6,B,0,0,0,0,0,0
domestic,27,2,23.5,29.75,3.5,3.99,0,0,0,0,0,0
international,24,5,32.8,83.94,7.2,C,1,1,1,1,0,1
